phase,sample_index,t_phase_s,t_global_s,s_global_m,S_total_m,mu_x,vx_mps,ax_model_mps2,omega_front_radps,omega_rear_radps,v_front_wheel_mps,v_rear_wheel_mps,v_slip_front_mps,v_slip_rear_mps,kappa_front,kappa_rear,slack_front_mps,slack_rear_mps,M_total_cmd_Nm,M_front_total_cmd_Nm,M_rear_total_cmd_Nm,M_front_per_wheel_cmd_Nm,M_rear_per_wheel_cmd_Nm,M_total_act_Nm,M_front_total_act_Nm,M_rear_total_act_Nm,Fx_front_total_N,Fx_rear_total_N,Fx_total_N,F_resistance_N,Fz_front_total_N,Fz_rear_total_N,Fz_FL_N,Fz_FR_N,Fz_RL_N,Fz_RR_N,P_front_cmd_W,P_rear_cmd_W,P_total_cmd_W,P_total_cmd_kW,P_front_act_W,P_rear_act_W,P_total_act_W,P_total_act_kW,P_total_drive_limit_W,M_total_limit_Nm,M_axle_limit_Nm,power_limited_cmd,torque_limited_front,torque_limited_rear,initial_phase_end_flag,initial_phase_region,initial_phase_end_t_s,initial_phase_end_s_m,initial_phase_end_vx_mps,initial_phase_end_ax_mps2,initial_phase_end_reason
launch,0,0.0,0.0,0.0,25.0,0.8,1.3580951726221038e-35,-0.36419561403508777,-4.441349413136473e-35,-6.396761077266568e-34,-8.660631355616122e-36,-1.247368410066981e-34,-2.224158308183716e-35,-1.3831779273291914e-34,-2.9655444109116216e-35,-1.8442372364389218e-34,1.9109450849620267e-05,1.9109450849620267e-05,62.24231548276637,25.205782703730666,37.03653277903571,12.602891351865333,18.518266389517855,-1.2367664061117238e-32,-2.537040657768148e-32,1.3002742516564241e-32,1.8399836279070903e-30,-1.4649421552772394e-30,3.7504147262985083e-31,83.0366,910.170343521961,1326.5096564780392,455.0851717609805,455.0851717609805,663.2548282390196,663.2548282390196,-1.1194768821885966e-33,-2.3691385131784303e-32,-2.48108620139729e-32,-2.4810862013972897e-35,1.1267884036481935e-66,-8.317543722767729e-66,-7.190755319119535e-66,-7.190755319119535e-69,80000.0,1062.52,531.26,0,0,0,0,initial,0.528,0.5201276114933997,2.5917477641469415,7.182654766495494,initial_ax_ramp_knee
launch,1,0.033,0.033,-7.011902977604256e-05,25.0,0.8,0.0022952115778831646,0.711581213879756,0.3236672239641855,0.34447621791409755,0.06311510867301617,0.06717286249324902,0.06081989709513301,0.06487765091536586,0.08109300626122277,0.08650333202083303,0.004569795767522143,0.008627530599556177,128.379332292748,49.987120775118456,78.39221151762953,24.993560387559228,39.19610575881477,41.90852792223337,16.971368112639087,24.93715980959428,95.79241393367379,149.48477453707108,245.27718847074487,83.03667170616049,878.1706010743831,1358.5093994608453,439.08530053719153,439.08530053719153,679.2546997304227,679.2546997304227,16.179192615245057,27.00425253751498,43.18344515276004,0.043183445152760035,5.4930756038921915,8.590258496728476,14.083334100620668,0.014083334100620667,80000.0,1062.52,531.26,0,0,0,0,initial,0.528,0.5201276114933997,2.5917477641469415,7.182654766495494,initial_ax_ramp_knee
launch,2,0.066,0.066,0.0005747689924758844,25.0,0.8,0.044207351217852235,1.8306387840885214,0.5247364835716404,0.5271560073490557,0.10232361429646988,0.10279542143306586,0.05811626307861765,0.058588070215213624,0.07742110486774735,0.0780496351252819,0.0018174973453427765,0.002289283559726755,162.37002314958335,62.58087039200195,99.7891527575814,31.290435196000974,49.8945763787907,100.13039983223749,39.20128648243639,60.929113349801106,193.81673344248358,306.60916014982405,500.4258935923076,83.04025082012471,840.6493381447315,1396.0308604111228,420.32466907236574,420.32466907236574,698.0154302055614,698.0154302055614,32.83846586835168,52.604451344431624,85.4429172127833,0.0854429172127833,20.57034522027815,32.119148124799196,52.689493345077345,0.052689493345077346,80000.0,1062.52,531.26,0,0,0,0,initial,0.528,0.5201276114933997,2.5917477641469415,7.182654766495494,initial_ax_ramp_knee
launch,3,0.099,0.099,0.0031628415335878835,25.0,0.8,0.12013697463778605,2.772817307214902,0.917883756151768,0.9288882985834896,0.17898733244959475,0.18113321822378048,0.058850357811808696,0.060996243585994425,0.07796701505552454,0.08080995968125465,0.0022396078746917594,0.00438545333849114,200.13173312834442,75.10103024925307,125.03070287909134,37.550515124626536,62.51535143954567,142.03711508588964,54.943052152377014,87.09406293351263,271.27369507974834,443.98634675296523,715.2600418327136,83.05769578771599,809.0591531182372,1427.6223132636587,404.5295765591186,404.5295765591186,713.8111566318294,713.8111566318294,68.93401573605196,116.13955686805697,185.07357260410893,0.18507357260410892,50.43133508406629,80.90065593503392,131.3319910191002,0.1313319910191002,80000.0,1062.52,531.26,0,0,0,0,initial,0.528,0.5201276114933997,2.5917477641469415,7.182654766495494,initial_ax_ramp_knee
launch,4,0.132,0.132,0.00872622394594171,25.0,0.8,0.22449920724491637,3.554468680241426,1.454914582845665,1.4598775843053668,0.2837083436549047,0.2846761289395465,0.059209136409988344,0.06017692169463015,0.07721588306847078,0.07847799226149868,0.0016992376387552559,0.002666983521197188,226.10631980713046,83.34143252128536,142.7648872858451,41.67071626064268,71.38244364292255,181.1529465500614,68.51567041659638,112.63727613346501,331.8757347373476,561.6478467403751,893.5235814777227,83.10472238267764,782.8523026358391,1453.8328179933967,391.42615131791956,391.42615131791956,726.9164089966984,726.9164089966984,121.25466553046603,208.41925877448753,329.6739243049536,0.32967392430495357,99.6844480425534,164.43663458445945,264.12108262701287,0.2641210826270129,80000.0,1062.52,531.26,0,0,0,0,initial,0.528,0.5201276114933997,2.5917477641469415,7.182654766495494,initial_ax_ramp_knee
launch,5,0.165,0.165,0.018125124750045588,25.0,0.8,0.3526499622541586,4.214614078493687,2.1218448332476445,2.1298353029559096,0.41375974248329067,0.4153178840764024,0.06110978022913205,0.06266792182224379,0.07721204306911711,0.07918075078405296,0.0017508257125831476,0.0033089176820899164,251.97309956643522,91.02183780340656,160.95126176302867,45.51091890170328,80.47563088151433,211.4206138714045,78.49804109663287,132.92257277477162,379.6800565659765,664.4509226139614,1044.1309791799379,83.19896928337727,760.7210186145974,1475.971616564184,380.3605093072987,380.3605093072987,737.985808282092,737.985808282092,193.13421625586332,342.7996793581961,535.9338956140595,0.5359338956140595,166.56066292095173,283.10318805543466,449.66385097638636,0.44966385097638634,80000.0,1062.52,531.26,0,0,0,0,initial,0.528,0.5201276114933997,2.5917477641469415,7.182654766495494,initial_ax_ramp_knee
launch,6,0.198,0.198,0.032083316737870245,25.0,0.8,0.5008449034204399,4.769559517307833,2.896582833353465,2.9025462215452484,0.5648336525039257,0.5659965132013235,0.06398874908348584,0.06515160978088363,0.07676053488622582,0.07815549588185279,0.0014677243612935184,0.002630529485454564,271.55263232016694,96.33654991608107,175.21608240408585,48.168274958040534,87.60804120204293,238.72510866541202,86.93046974115401,151.794638924258,417.1460400839722,753.6716547639886,1170.8176948479609,83.35812490177497,742.1191597246815,1494.5863261900345,371.05957986234074,371.05957986234074,747.2931630950172,747.2931630950172,279.0467967114196,508.5727779359403,787.6195746473599,0.7876195746473599,251.80130634757953,440.5909556604304,692.3922620080099,0.6923922620080099,80000.0,1062.52,531.26,0,0,0,0,initial,0.528,0.5201276114933997,2.5917477641469415,7.182654766495494,initial_ax_ramp_knee
launch,7,0.231,0.231,0.05121068958029762,25.0,0.8,0.6659967625414732,5.242217363630941,3.767791821049614,3.7745748158464014,0.7347194051046747,0.7360420890900483,0.06872264256320149,0.0700453265485751,0.07654129253574708,0.07801445972025578,0.001383973688881418,0.002706592521163482,290.0192001590194,101.06918260306564,188.95001755595376,50.53459130153282,94.47500877797688,260.8282900948367,93.26370092948987,167.5645891653468,446.6127312941839,832.2117127190814,1278.8244440132653,83.59888510541083,726.2790440379545,1510.4460208135176,363.13952201897723,363.13952201897723,755.2230104067588,755.2230104067588,380.80763957200065,713.2059777204385,1094.013617292439,1.094013617292439,351.3982095629492,632.4850782911668,983.883287854116,0.983883287854116,80000.0,1062.52,531.26,0,0,0,0,initial,0.528,0.5201276114933997,2.5917477641469415,7.182654766495494,initial_ax_ramp_knee
launch,8,0.264,0.264,0.07602537141400133,25.0,0.8,0.8455736848322294,5.64357409688741,4.722504186912642,4.7283997566246345,0.9208883164479651,0.9220379525418038,0.0753146316157357,0.07646426770957437,0.07620380667890501,0.07736701553708483,0.0011899052712530881,0.0023394651607776184,304.6739677198716,104.37750529343216,200.29646242643943,52.18875264671608,100.14823121321972,280.4828942015705,98.51922916821843,181.9636650333521,469.5300883923731,901.1413140570052,1370.6714024493783,83.93650835904872,712.832809456713,1523.9198340207056,356.4164047283565,356.4164047283565,761.9599170103528,761.9599170103528,492.9232057677298,947.0817441899515,1440.0049499576812,1.4400049499576812,465.2574722383176,860.3969494582286,1325.6544216965463,1.3256544216965462,80000.0,1062.52,531.26,0,0,0,0,initial,0.528,0.5201276114933997,2.5917477641469415,7.182654766495494,initial_ax_ramp_knee
launch,9,0.29700000000000004,0.29700000000000004,0.106967906500683,25.0,0.8,1.0374302743470103,5.985924477967758,5.752075591840936,5.757935201004341,1.1216547404089825,1.1227973641958466,0.0842244660619722,0.08536708984883634,0.07596317744550035,0.07699372518932511,0.0010680894671248758,0.0022106239554649594,317.93852504296444,107.16172964651213,210.77679539645231,53.580864823256064,105.38839769822616,296.77104595407445,102.46367960624316,194.3073663478313,487.18753660373295,961.9877589439268,1449.1752955476597,84.38451457101104,701.3686699904027,1535.4206781855291,350.68433499520137,350.68433499520137,767.7103390927646,767.7103390927646,616.4023694791596,1213.6391297681225,1830.041499247282,1.830041499247282,589.3788305132812,1118.809224508624,1708.1880550219053,1.7081880550219053,80000.0,1062.52,531.26,0,0,0,0,initial,0.528,0.5201276114933997,2.5917477641469415,7.182654766495494,initial_ax_ramp_knee
